ID,Name,Price,Brand,Model,Variant,Series,Year,Kilometers,Type,Gearbox,Fuel,Status,CC,Color,Seating Capacity
12805472,2008 Volkswagen Golf GTI 1K MY08 Upgrade,12995,Volkswagen,Golf,GTI,1K MY08 Upgrade,2008,149889,Hatchback,Automatic,Premium Unleaded Petrol, Used,1984,White,5
12805476,2018 Ford Ranger Raptor 2.0 (4X4) PX Mkiii MY19,64990,Ford,Ranger,Raptor 2.0 (4X4),PX Mkiii MY19,2018,90814,Double Cab Pick Up,Automatic,Diesel, Used,1996,Blue,5
12805477,2015 Ford Ranger XL 2.2 HI-Rider (4X2) PX Mkii,26990,Ford,Ranger,XL 2.2 HI-Rider (4X2),PX Mkii,2015,102764,Cab Chassis,Automatic,Diesel, Used,2198,White,2
12805486,2007 Honda Accord VTI 40 MY06 Upgrade,6500,Honda,Accord,VTI,40 MY06 Upgrade,2007,221900,Sedan,Automatic,Unleaded Petrol, Used,2354,Silver,5
12805530,2022 LDV T60 MAX Luxe (4X4) SKC8,43990,LDV,T60,MAX Luxe (4X4),SKC8,2022,10,Double Cab Utility,Automatic,Diesel, New In Stock,1996,Blue,5
12805537,2018 Mazda CX-5 Touring (4X4) MY17.5 (KF Series 2),28990,Mazda,CX-5,Touring (4X4),MY17.5 (KF Series 2),2018,140215,Wagon,Automatic,Diesel, Used,2191,Red,5
12805547,2014 Jeep Grand Cherokee Laredo (4X4) WK MY14,26990,Jeep,Grand Cherokee,Laredo (4X4),WK MY14,2014,131802,Wagon,Automatic,Diesel, Used,2987,Red,5
12805565,2018 Hyundai Tucson Elite R-Series (sunroof) (awd) TL2 MY18,31990,Hyundai,Tucson,Elite R-Series (sunroof) (awd),TL2 MY18,2018,91652,Wagon,Automatic,Diesel, Used,1995,White,5
12805566,2021 Toyota Corolla SX Hybrid ZWE211R,39888,Toyota,Corolla,SX Hybrid,ZWE211R,2021,43030,Hatchback,Automatic,Unleaded Petrol/Electric, Used,1798,White,5
12805573,2019 Kia RIO S YB MY20,18990,Kia,RIO,S,YB MY20,2019,55011,Hatchback,Automatic,Unleaded Petrol, Used,1368,Red,5
12805587,2017 Audi Q7 3.0 TDI Quattro (160KW) 4M MY17,59480,Audi,Q7,3.0 TDI Quattro (160KW),4M MY17,2017,85205,Wagon,Automatic,Diesel, Used,2967,Silver,7
12805590,2010 Ford Fiesta Zetec WT,12999,Ford,Fiesta,Zetec,WT,2010,59338,Hatchback,Manual,Unleaded Petrol, Used,1596,Blue,5
12805592,2019 Nissan Navara ST (4X4) D23 Series III MY18,47950,Nissan,Navara,ST (4X4),D23 Series III MY18,2019,46385,Dual Cab Pick-up,Automatic,Diesel, Used,2298,White,5
12805600,2012 Jaguar XF 3.0 V6 Luxury MY12,33990,Jaguar,XF,3.0 V6 Luxury,MY12,2012,110627,Sedan,Automatic,Premium Unleaded Petrol, Used,2967,Black,5
12805601,2017 Land Rover Range Rover Velar D300 SE MY18,79990,Land Rover,Range Rover Velar,D300 SE,MY18,2017,78437,Wagon,Automatic,Diesel, Used,2993,Grey,5
12805602,2022 Volkswagen Amarok TDI580 Highline 4Motion 2H MY22,76888,Volkswagen,Amarok,TDI580 Highline 4Motion,2H MY22,2022,25,Dual Cab Utility,Automatic,Diesel, New In Stock,2967,Blue,5
12805610,2016 Audi Q3 1.4 Tfsi (110KW) 8U MY17,27990,Audi,Q3,1.4 Tfsi (110KW),8U MY17,2016,91815,Wagon,Automatic,Premium Unleaded Petrol, Used,1395,Silver,5
12805614,2013 Toyota Landcruiser GXL (4X4) VDJ78R MY12 Update,76888,Toyota,Landcruiser,GXL (4X4),VDJ78R MY12 Update,2013,126588,Troop Carrier,Manual,Diesel, Used,4461,White,5
12805638,2019 Holden Trax LTZ TJ MY19,22999,Holden,Trax,LTZ,TJ MY19,2019,56543,Wagon,Automatic,Unleaded Petrol, Used,1364,Grey,5
12805641,2012 Volkswagen Multivan Highline TDI400 T5 MY12,34950,Volkswagen,Multivan,Highline TDI400,T5 MY12,2012,123379,Wagon,Automatic,Diesel, Used,1968,Grey,7
12805661,2022 Toyota Hilux Rugged X (4X4) GUN126R,78850,Toyota,Hilux,Rugged X (4X4),GUN126R,2022,21701,Double Cab Pick Up,Automatic,Diesel, Used,2753,White,5
12805662,2013 Holden Cruze CD Equipe JH MY13,7990,Holden,Cruze,CD Equipe,JH MY13,2013,198928,Sedan,Manual,Unleaded Petrol, Used,1796,White,5
12805663,2022 Toyota Camry Ascent Hybrid Axhv70R,46850,Toyota,Camry,Ascent Hybrid,Axhv70R,2022,8,Sedan,Automatic,Premium Unleaded/Electric, Used,2487,White,5
12805665,2014 Honda City VTI GM MY15,16950,Honda,City,VTI,GM MY15,2014,85275,Sedan,Automatic,Unleaded Petrol, Used,1497,Blue,5
12805690,2020 Audi A4 35 Tfsi S Line Mhev 8W MY20,58990,Audi,A4,35 Tfsi S Line Mhev,8W MY20,2020,36660,Sedan,Automatic,Premium Unleaded Petrol, Used,1984,Grey,5
12805703,2002 Hyundai Elantra GLS XD,2500,Hyundai,Elantra,GLS,XD,2002,223000,Sedan,Manual,Unleaded Petrol, Used,1975,Silver,5
12805719,2016 Ford Ranger XL 3.2 (4X4) PX Mkii,24990,Ford,Ranger,XL 3.2 (4X4),PX Mkii,2016,221631,Cab Chassis,Automatic,Diesel, Used,3198,White,2
12805721,2017 Holden Colorado LS (4X4) RG MY18,34990,Holden,Colorado,LS (4X4),RG MY18,2017,150634,Space Cab Chassis,Automatic,Diesel, Used,2776,White,2
12805722,2010 Kia Sportage Platinum (awd) SL,12990,Kia,Sportage,Platinum (awd),SL,2010,180476,Wagon,Automatic,Unleaded Petrol, Used,2359,Black,5
12805730,2016 Volkswagen Transporter TDI 340 SWB LOW T6 MY16,29999,Volkswagen,Transporter,TDI 340 SWB LOW,T6 MY16,2016,171970,Van,Automatic,Diesel, Used,1968,Red,2
12805737,2019 Nissan X-Trail ST 7 Seat (2WD) (5YR) T32 Series 2,29990,Nissan,X-Trail,ST 7 Seat (2WD) (5YR),T32 Series 2,2019,58999,Wagon,Automatic,Unleaded Petrol, Used,2488,Silver,7
12805748,2020 Kia Seltos Sport+ (fwd) MY20,32990,Kia,Seltos,Sport+ (fwd),MY20,2020,85206,Wagon,Automatic,Unleaded Petrol, Used,1999,Orange,5
12805751,2018 Nissan X-Trail ST (2WD) T32 Series 2,24990,Nissan,X-Trail,ST (2WD),T32 Series 2,2018,89096,Wagon,Automatic,Unleaded Petrol, Used,2488,White,5
12805756,2018 Hyundai Elantra Active 2.0 MPI AD MY18,22990,Hyundai,Elantra,Active 2.0 MPI,AD MY18,2018,60598,Sedan,Automatic,Unleaded Petrol, Used,1999,White,5
12805787,2016 BMW X1 Xdrive 25I F48,27990,BMW,X1,Xdrive 25I,F48,2016,153939,Wagon,Automatic,Premium Unleaded Petrol, Used,1998,White,5
12805790,2017 Ford Mondeo Ambiente Tdci MD Facelift,14800,Ford,Mondeo,Ambiente Tdci,MD Facelift,2017,182545,Wagon,Automatic,Diesel, Used,1997,White,5
12805826,2018 BMW X3 Xdrive 20D G01,58100,BMW,X3,Xdrive 20D,G01,2018,58042,Wagon,Automatic,Diesel, Used,1995,White,5
12805834,2017 Kia Sorento Platinum (4X4) UM MY17,35750,Kia,Sorento,Platinum (4X4),UM MY17,2017,102689,Wagon,Automatic,Diesel, Used,2199,White,7
12805838,2022 Nissan X-Trail TI (4WD) T32 MY22,48990,Nissan,X-Trail,TI (4WD),T32 MY22,2022,16931,Wagon,Automatic,Unleaded Petrol, Used,2488,Black,5
12805840,2017 Toyota Camry Altise ASV50R MY16,25990,Toyota,Camry,Altise,ASV50R MY16,2017,64667,Sedan,Automatic,Unleaded Petrol, Used,2494,Silver,5
12805843,2015 Toyota Fortuner Crusade GUN156R,44888,Toyota,Fortuner,Crusade,GUN156R,2015,149748,Wagon,Automatic,Diesel, Used,2753,Silver,7
12805844,2021 Peugeot 3008 Allure 1.6 THP P84 MY21,46990,Peugeot,3008,Allure 1.6 THP,P84 MY21,2021,1500,Wagon,Automatic,Premium Unleaded Petrol, Used,1598,Black,5
12805852,2018 Hyundai Accent Sport RB6 MY18,16990,Hyundai,Accent,Sport,RB6 MY18,2018,94005,Hatchback,Automatic,Unleaded Petrol, Used,1591,White,5
12805862,2017 Jaguar F-Pace 20D R-Sport MY17,46980,Jaguar,F-Pace,20D R-Sport,MY17,2017,85080,Wagon,Automatic,Diesel, Used,1999,White,5
12805865,2022 Subaru BRZ S MY22,46980,Subaru,BRZ,S,MY22,2022,191,Coupe,Manual,Premium Unleaded Petrol, Used,2387,Blue,4
12805914,2008 Mitsubishi Lancer ES CJ MY09,7880,Mitsubishi,Lancer,ES,CJ MY09,2008,163331,Sedan,Manual,Unleaded Petrol, Used,1998,Black,5
12805924,2007 Mazda 2 NEO DY MY05 Upgrade,4999,Mazda,2,NEO,DY MY05 Upgrade,2007,242653,Hatchback,Manual,Unleaded Petrol, Used,1498,Silver,4
12805925,2019 Volkswagen Polo 70 TSI Trendline AW MY19,21990,Volkswagen,Polo,70 TSI Trendline,AW MY19,2019,46764,Hatchback,Automatic,Premium Unleaded Petrol, Used,999,White,5
12805933,2013 Subaru Outback 2.0D MY14,18990,Subaru,Outback,2.0D,MY14,2013,171000,Wagon,Automatic,Diesel, Used,1998,Silver,5
12805966,2019 Toyota Camry Ascent (hybrid) Axvh71R,36888,Toyota,Camry,Ascent (hybrid),Axvh71R,2019,51525,Sedan,Automatic,Premium Unleaded/Electric, Used,2494,White,5
12805973,2021 Skoda Kodiaq 132 TSI (4X4) NS MY21,52987,Skoda,Kodiaq,132 TSI (4X4),NS MY21,2021,33618,Wagon,Automatic,Premium Unleaded Petrol, Used,1984,White,7
12805976,2015 Toyota Camry Altise ASV50R,23990,Toyota,Camry,Altise,ASV50R,2015,55207,Sedan,Automatic,Unleaded Petrol, Used,2494,White,5
12805980,2019 Kia Sportage SX (awd) QL MY20,35990,Kia,Sportage,SX (awd),QL MY20,2019,54019,Wagon,Automatic,Diesel, Used,1995,White,5
12805982,2016 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY16,52990,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY16,2016,125110,Wagon,Automatic,Diesel, Used,2753,Silver,7
12805986,2014 Audi Q5 2.0 TDI Quattro 8R MY15,27998,Audi,Q5,2.0 TDI Quattro,8R MY15,2014,114012,Wagon,Automatic,Diesel, Used,1968,Silver,5
12805988,2004 Mercedes-Benz CLK240 Elegance C209,18888,Mercedes-Benz,CLK240,Elegance,C209,2004,75288,Coupe,Automatic,Unleaded Petrol, Used,2597,Blue,5
12805991,2010 Suzuki Swift S EZ 07 Update,7500,Suzuki,Swift,S,EZ 07 Update,2010,278000,Hatchback,Manual,Unleaded Petrol, Used,1490,white,5
12805993,2011 Volkswagen Caddy Maxi Life TDI250 2K MY11,16220,Volkswagen,Caddy,Maxi Life TDI250,2K MY11,2011,163230,Wagon,Automatic,Diesel, Used,1598,White,7
12806007,2017 Honda HR-V VTI-S MY17,24682,Honda,HR-V,VTI-S,MY17,2017,53316,Wagon,Automatic,Unleaded Petrol, Used,1799,Grey,5
12806009,2020 Jeep Grand Cherokee SRT (4X4) WK MY20,129990,Jeep,Grand Cherokee,SRT (4X4),WK MY20,2020,34595,Wagon,Automatic,Premium Unleaded Petrol, Used,6424,White,5
12806010,2017 Isuzu MU-X LS-T (4X4) UC MY17,45999,Isuzu,MU-X,LS-T (4X4),UC MY17,2017,113898,Wagon,Automatic,Diesel, Used,2999,Grey,7
12806021,2018 Mazda CX-5 Touring (4X4) MY17.5 (KF Series 2),36990,Mazda,CX-5,Touring (4X4),MY17.5 (KF Series 2),2018,63809,Wagon,Automatic,Diesel, Used,2191,Grey,5
12806026,2015 Hyundai Accent Active RB2 MY15,17990,Hyundai,Accent,Active,RB2 MY15,2015,84473,Hatchback,Automatic,Unleaded Petrol, Used,1591,White,5
12806028,2019 Ford Endura Titanium (awd) CA MY19,46490,Ford,Endura,Titanium (awd),CA MY19,2019,16099,Wagon,Automatic,Diesel, Used,1995,White,5
12806056,2014 Subaru XV 2.0I MY14,21990,Subaru,XV,2.0I,MY14,2014,150997,Wagon,Automatic,Unleaded Petrol, Used,1995,Grey,5
12806076,2017 Holden Colorado LS (4X4) RG MY17,39390,Holden,Colorado,LS (4X4),RG MY17,2017,53509,Crew Cab Pickup,Automatic,Diesel, Used,2776,White,5
12806078,2017 Subaru Liberty 3.6R MY16,30690,Subaru,Liberty,3.6R,MY16,2017,89154,Sedan,Automatic,Premium Unleaded Petrol, Used,3630,Silver,5
12806079,2017 Subaru Outback 2.5I (fleet Edition) MY17,29390,Subaru,Outback,2.5I (fleet Edition),MY17,2017,99939,Wagon,Automatic,Premium Unleaded Petrol, Used,2498,Grey,5
12806081,2017 Subaru Liberty 2.5I MY16,21690,Subaru,Liberty,2.5I,MY16,2017,111767,Sedan,Automatic,Premium Unleaded Petrol, Used,2498,White,5
12806085,2015 Subaru Outback 3.6R MY15,32990,Subaru,Outback,3.6R,MY15,2015,37387,Wagon,Automatic,Premium Unleaded Petrol, Used,3630,Silver,5
12806086,2018 Honda CR-V VTI-LX (awd) MY18,35990,Honda,CR-V,VTI-LX (awd),MY18,2018,51339,Wagon,Automatic,Unleaded Petrol, Used,1498,Silver,5
12806089,2016 Toyota Hilux SR5 (4X4) GUN126R,47490,Toyota,Hilux,SR5 (4X4),GUN126R,2016,105630,X Cab Utility,Manual,Diesel, Used,2753,White,4
12806094,2019 Kia Sportage SX (fwd) QL MY20,33990,Kia,Sportage,SX (fwd),QL MY20,2019,32668,Wagon,Automatic,Unleaded Petrol, Used,1999,Grey,5
12806096,2020 Honda CR-V VTI X (2WD) 5 Seats MY21,40990,Honda,CR-V,VTI X (2WD) 5 Seats,MY21,2020,22190,Wagon,Automatic,Unleaded Petrol, Used,1498,Grey,5
12806098,2021 Porsche Cayenne GTS 9Y MY21,263000,Porsche,Cayenne,GTS,9Y MY21,2021,9584,Coupe,Automatic,Premium Unleaded Petrol, Used,3996,Grey,4
12806100,2020 Toyota Landcruiser GXL (4X4) VDJ79R,120990,Toyota,Landcruiser,GXL (4X4),VDJ79R,2020,26416,Double Cab Chassis,Manual,Diesel, Used,4461,White,5
12806101,2020 Toyota Landcruiser GXL (4X4) VDJ79R,119990,Toyota,Landcruiser,GXL (4X4),VDJ79R,2020,53371,Double Cab Chassis,Manual,Diesel, Used,4461,White,5
12806106,2015 Mazda 6 Touring Safety 6C MY15,16990,Mazda,6,Touring Safety,6C MY15,2015,233301,Sedan,Automatic,Unleaded Petrol, Used,2488,Silver,5
12806115,2010 Nissan Navara ST (4X4) D40,18995,Nissan,Navara,ST (4X4),D40,2010,146338,Dual Cab Pick-up,Automatic,Diesel, Used,2488,Silver,5
12806116,2015 Mitsubishi Lancer ES Sport CJ MY15,15995,Mitsubishi,Lancer,ES Sport,CJ MY15,2015,150026,Sedan,Manual,Unleaded Petrol, Used,1998,White,5
12806117,2016 Mercedes-Benz AMG GT S 190 MY17,201888,Mercedes-Benz,AMG GT,S,190 MY17,2016,32099,Coupe,Automatic,Premium Unleaded Petrol, Used,3982,White,2
12806121,2007 BMW X5 3.0D E70,19990,BMW,X5,3.0D,E70,2007,153900,Wagon,Automatic,Diesel, Used,2993,Grey,5
12806125,2018 Volkswagen Amarok V6 TDI 550 Highline 2H MY18,43990,Volkswagen,Amarok,V6 TDI 550 Highline,2H MY18,2018,104222,Dual Cab Utility,Automatic,Diesel, Used,2967,White,5
12806127,2019 Toyota RAV4 Edge AWD Axaa54R,45990,Toyota,RAV4,Edge AWD,Axaa54R,2019,59696,Wagon,Automatic,Unleaded Petrol, Used,2487,Red,5
12806129,2019 Volkswagen Tiguan Allspace 132 TSI Comfortline 5NA MY19,35740,Volkswagen,Tiguan,Allspace 132 TSI Comfortline,5NA MY19,2019,81754,Wagon,Automatic,Premium Unleaded Petrol, Used,1984,Grey,5
12806145,2022 Mazda CX-5 Akera (awd) CX5L,51990,Mazda,CX-5,Akera (awd),CX5L,2022,4692,Wagon,Automatic,Unleaded Petrol, Used,2488,Grey,5
12806146,2021 Volkswagen Tiguan 110TSI Life 5NA MY21,42990,Volkswagen,Tiguan,110TSI Life,5NA MY21,2021,19815,Wagon,Automatic,Premium Unleaded Petrol, Used,1395,Silver,5
12806166,2022 Toyota Landcruiser Prado GXL GDJ150R,83500,Toyota,Landcruiser Prado,GXL,GDJ150R,2022,300,Wagon,Automatic,Diesel, Used,2755,Graphite,7
12806199,2015 Nissan Pathfinder ST (4X2) R52,27499,Nissan,Pathfinder,ST (4X2),R52,2015,55946,Wagon,Automatic,Premium Unleaded Petrol, Used,3498,Grey,7
12806226,2022 Ram 1500 Laramie (hybrid) DT MY22,138000,Ram,1500,Laramie (hybrid),DT MY22,2022,24000,Crew Cab Utility,Automatic,Premium Unleaded/Electric, Used,5654,Graphite,5
12806285,2020 Toyota Yaris Cross GX Hybrid Mxpj10R,41888,Toyota,Yaris Cross,GX Hybrid,Mxpj10R,2020,20455,Wagon,Automatic,Unleaded Petrol/Electric, Used,1490,Blue,5
12806294,2015 Holden UTE SS-V Redline VF MY15,62990,Holden,UTE,SS-V Redline,VF MY15,2015,83850,Utility,Automatic,Unleaded Petrol, Used,5967,White,2
12806297,2017 Mazda BT-50 XTR (4X4) MY17 Update,44990,Mazda,BT-50,XTR (4X4),MY17 Update,2017,90848,Dual Cab Utility,Manual,Diesel, Used,3196,Silver,5
12806329,2019 BMW 520I M Sport G30 MY18,59990,BMW,520I,M Sport,G30 MY18,2019,57557,Sedan,Automatic,Premium Unleaded Petrol, Used,1998,White,5
12806350,2018 Ford Ranger XL 2.2 (4X4) PX Mkii MY18,33990,Ford,Ranger,XL 2.2 (4X4),PX Mkii MY18,2018,145353,Crew Cab Chassis,Automatic,Diesel, Used,2198,White,5
12806376,2009 Ford Falcon G6 (lpg) FG,7800,Ford,Falcon,G6 (lpg),FG,2009,202650,Sedan,Automatic,Liquid Petroleum Gas, Used,3984,Blue,5
12806381,2013 Holden Cruze SRI JH MY13,7800,Holden,Cruze,SRI,JH MY13,2013,167890,Hatchback,Manual,Unleaded Petrol, Used,1364,White,5
12806396,2018 Ford Endura Trend (fwd) CA MY19,29990,Ford,Endura,Trend (fwd),CA MY19,2018,80917,Wagon,Automatic,Diesel, Used,1995,Blue,5
12806403,2018 Kia Sportage SI (awd) QL MY18,33990,Kia,Sportage,SI (awd),QL MY18,2018,89217,Wagon,Automatic,Diesel, Used,1995,White,5
12806436,2016 Subaru Impreza 2.0I Premium (awd) MY16,22000,Subaru,Impreza,2.0I Premium (awd),MY16,2016,67000,Hatchback,Automatic,Unleaded Petrol, Used,1995,Grey,5
12806455,2007 Mazda 3 Maxx Sport BK MY06 Upgrade,5500,Mazda,3,Maxx Sport,BK MY06 Upgrade,2007,272000,Hatchback,Manual,Unleaded Petrol, Used,1998,White,5
12806464,2018 Volkswagen Amarok V6 TDI 550 Sportline 2H MY18,46500,Volkswagen,Amarok,V6 TDI 550 Sportline,2H MY18,2018,129000,Dual Cab Utility,Automatic,Diesel, Used,2967,Grey,5
12806477,2018 Subaru Impreza 2.0I-S (awd) MY18,25000,Subaru,Impreza,2.0I-S (awd),MY18,2018,79582,Sedan,Automatic,Unleaded Petrol, Used,1995,Grey,5
12806544,2012 Suzuki Swift Sport FZ,16000,Suzuki,Swift,Sport,FZ,2012,109500,Hatchback,Automatic,Unleaded Petrol, Used,1586,Black,5
12806644,2022 Renault Koleos ZEN (4X2) XZG MY22,38888,Renault,Koleos,ZEN (4X2),XZG MY22,2022,140,Wagon,Automatic,Unleaded Petrol, Used,2488,Black,5
12806650,2017 Toyota Hilux SR5 HI-Rider GUN136R MY17,40000,Toyota,Hilux,SR5 HI-Rider,GUN136R MY17,2017,163000,Dual Cab Utility,Automatic,Diesel, Used,2753,Pearl,5
12806658,2017 Audi A5 2.0 Tfsi S Tronic Sport F5 MY17,39565,Audi,A5,2.0 Tfsi S Tronic Sport,F5 MY17,2017,96992,Coupe,Automatic,Premium Unleaded Petrol, Used,1984,Silver,4
12806661,2018 Kia Sorento GT-Line (4X4) UM MY18,46990,Kia,Sorento,GT-Line (4X4),UM MY18,2018,70687,Wagon,Automatic,Diesel, Used,2199,Silver,7
12806662,2010 Nissan Navara ST (4X4) D40,18950,Nissan,Navara,ST (4X4),D40,2010,189202,Dual Cab Pick-up,Automatic,Diesel, Used,2488,Red,5
12806686,2019 Holden Acadia LT (awd) AC MY19,39990,Holden,Acadia,LT (awd),AC MY19,2019,48301,Wagon,Automatic,Unleaded Petrol, Used,3649,Grey,7
12806687,2019 Holden Acadia LTZ (awd) AC MY19,44990,Holden,Acadia,LTZ (awd),AC MY19,2019,52591,Wagon,Automatic,Unleaded Petrol, Used,3649,White,7
12806688,2015 Volvo S60 T4 Kinetic F MY15,25990,Volvo,S60,T4 Kinetic,F MY15,2015,72308,Sedan,Automatic,Premium Unleaded Petrol, Used,1595,Black,5
12806691,2009 Hyundai Elantra SLX HD,10888,Hyundai,Elantra,SLX,HD,2009,106873,Sedan,Automatic,Unleaded Petrol, Used,1975,Blue,5
12806699,2006 Toyota Kluger CVX (4X4) MCU28R Upgrade,6250,Toyota,Kluger,CVX (4X4),MCU28R Upgrade,2006,290809,Wagon,Automatic,Unleaded Petrol, Used,3311,Silver,7
12806717,2019 Audi RS5 2.9 Tfsi Tiptronic F5 MY19,123888,Audi,RS5,2.9 Tfsi Tiptronic,F5 MY19,2019,37879,Sportback,Automatic,Premium Unleaded Petrol, Used,2894,Silver,4
12806721,2017 Kia Carnival SLI YP MY17,43980,Kia,Carnival,SLI,YP MY17,2017,67697,Wagon,Automatic,Unleaded Petrol, Used,3342,Grey,8
12806754,2014 Ford Territory TX (rwd) SZ,13999,Ford,Territory,TX (rwd),SZ,2014,190602,Wagon,Automatic,Diesel, Used,2720,Silver,5
12806756,2010 Renault Laguna Expression X91,5988,Renault,Laguna,Expression,X91,2010,280000,Wagon,Automatic,Diesel, Used,1995,Silver,5
12806763,2009 Toyota Corolla Ascent ZRE152R,8888,Toyota,Corolla,Ascent,ZRE152R,2009,201071,Hatchback,Manual,Unleaded Petrol, Used,1798,Black,5
12806765,2014 Holden Captiva 7 LT (4X4) CG MY14,12988,Holden,Captiva,7 LT (4X4),CG MY14,2014,189858,Wagon,Automatic,Diesel, Used,2231,White,7
12806769,2014 Hyundai Santa FE Elite Crdi (4X4) DM,23999,Hyundai,Santa FE,Elite Crdi (4X4),DM,2014,164980,Wagon,Automatic,Diesel, Used,2199,Black,7
12806784,2017 Holden Barina CD TM MY18,15990,Holden,Barina,CD,TM MY18,2017,74679,Hatchback,Automatic,Unleaded Petrol, Used,1598,Grey,5
12806785,2016 Mazda 6 GT Safety 6C MY15,26990,Mazda,6,GT Safety,6C MY15,2016,133382,Wagon,Automatic,Unleaded Petrol, Used,2488,Grey,5
12806824,2013 Nissan Dualis ST (4X2) J10 MY13,15990,Nissan,Dualis,ST (4X2),J10 MY13,2013,122690,Wagon,Automatic,Unleaded Petrol, Used,1997,Silver,5
12806832,2017 Nissan X-Trail TS (4WD) T32 Series 2,23998,Nissan,X-Trail,TS (4WD),T32 Series 2,2017,119740,Wagon,Automatic,Diesel, Used,1995,Grey,5
12806841,2015 Holden Colorado Z71 (4X4) RG MY16,33800,Holden,Colorado,Z71 (4X4),RG MY16,2015,170322,Crew Cab Pickup,Automatic,Diesel, Used,2776,Orange,5
12806865,2011 Toyota Kluger KX-S (fwd) GSU40R MY11 Upgrade,23998,Toyota,Kluger,KX-S (fwd),GSU40R MY11 Upgrade,2011,121148,Wagon,Automatic,Unleaded Petrol, Used,3456,Grey,7
12806869,2010 Jeep Wrangler Sport (4X4) JK MY09,22990,Jeep,Wrangler,Sport (4X4),JK MY09,2010,143962,Softtop,Manual,Unleaded Petrol, Used,3778,Black,4
12806874,2020 Kia Sorento S 7 Seat MQ4 MY21,48322,Kia,Sorento,S 7 Seat,MQ4 MY21,2020,25879,Wagon,Automatic,Diesel, Used,2151,Silver,7
12806879,2019 Audi RS4 Avant 2.9 Tfsi Tiptronic 8W MY19,128880,Audi,RS4,Avant 2.9 Tfsi Tiptronic,8W MY19,2019,38596,Wagon,Automatic,Premium Unleaded Petrol, Used,2894,Black,5
12806881,2018 Hyundai I30 GO PD,23990,Hyundai,I30,GO,PD,2018,65520,Hatchback,Automatic,Unleaded Petrol, Used,1999,Silver,5
12806882,2017 Ford Ranger XL 3.2 (4X4) PX Mkii MY17 Update,46990,Ford,Ranger,XL 3.2 (4X4),PX Mkii MY17 Update,2017,53376,Crew Cab Utility,Automatic,Diesel, Used,3198,White,5
12806894,2017 Kia Cerato S YD MY18,22498,Kia,Cerato,S,YD MY18,2017,51217,Sedan,Automatic,Unleaded Petrol, Used,1999,Black,5
12806895,2017 Mazda CX-5 Maxx Sport (4X2) MY17,33500,Mazda,CX-5,Maxx Sport (4X2),MY17,2017,31941,Wagon,Automatic,Unleaded Petrol, Used,1997,Red,5
12806896,2015 Hyundai I30 Active GD4 Series 2,20990,Hyundai,I30,Active,GD4 Series 2,2015,75374,Hatchback,Automatic,Unleaded Petrol, Used,1797,Grey,5
12806898,2016 Skoda Superb 162 TSI NP MY16,26498,Skoda,Superb,162 TSI,NP MY16,2016,124240,Wagon,Automatic,Premium Unleaded Petrol, Used,1984,White,5
12806902,2013 Toyota Landcruiser Prado GXL (4X4) KDJ150R 11 Upgrade,38990,Toyota,Landcruiser Prado,GXL (4X4),KDJ150R 11 Upgrade,2013,195000,Wagon,Automatic,Diesel, Used,2982,Grey,7
12806925,2019 Volkswagen Caddy Maxi TDI250 2K MY20,42990,Volkswagen,Caddy,Maxi TDI250,2K MY20,2019,69503,Van,Automatic,Diesel, Used,1968,Grey,2
12806939,2021 MG MG3 Auto Core SZP1 MY21,16775,MG,MG3 Auto,Core,SZP1 MY21,2021,12669,Hatchback,Automatic,Premium Unleaded Petrol, Used,1498,Yellow,5
12806942,2017 Holden Commodore SV6 VF II MY17,32680,Holden,Commodore,SV6,VF II MY17,2017,80897,Sedan,Automatic,Unleaded Petrol, Used,3565,White,5
12806943,2017 Toyota Hiace LWB KDH201R MY16,36990,Toyota,Hiace,LWB,KDH201R MY16,2017,93330,Van,Automatic,Diesel, Used,2982,White,2
12806944,2016 Holden Commodore SS Black Pack Vfii MY16,39080,Holden,Commodore,SS Black Pack,Vfii MY16,2016,182865,Sportswagon,Automatic,Premium Unleaded Petrol, Used,6200,Green,5
12806945,2019 Nissan Navara ST-X (4X4) (leathr Trim) (5YR) D23 Series III MY18,49080,Nissan,Navara,ST-X (4X4) (leathr Trim) (5YR),D23 Series III MY18,2019,61400,Dual Cab Pick-up,Automatic,Diesel, Used,2298,Grey,5
12806959,2001 Volkswagen Beetle 2.0 9C,9490,Volkswagen,Beetle,2.0,9C,2001,207024,Hatchback,Automatic,Premium Unleaded Petrol, Used,1984,Green,5
12806960,2015 Volkswagen Polo 66 TSI Trendline 6R MY16,14490,Volkswagen,Polo,66 TSI Trendline,6R MY16,2015,88740,Hatchback,Manual,Premium Unleaded Petrol, Used,1197,Blue,5
12806973,2019 Kia Sorento GT-Line (4X4) UM MY19,49990,Kia,Sorento,GT-Line (4X4),UM MY19,2019,63010,Wagon,Automatic,Diesel, Used,2199,Black,7
12806975,2022 Kia Sportage SX (fwd) NQ5 MY22,42000,Kia,Sportage,SX (fwd),NQ5 MY22,2022,280,Wagon,Automatic,Unleaded Petrol, Used,1999,Steel,5
12806985,2015 Holden Captiva 7 LTZ (4X4) CG MY15,14930,Holden,Captiva,7 LTZ (4X4),CG MY15,2015,160817,Wagon,Automatic,Diesel, Used,2231,White,7
